Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Velvet Vanilla Oud — Extrait De Parfum,velvet-vanilla-oud,"<p>Madagascar Bourbon vanilla fused with smoky Cambodian agarwood, roasted tonka bean, and warm balsamic undertones. A rich, opulent scent with comforting warmth.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Extrait De Parfum,"Gourmand, Woody Oud, Bourbon Vanilla, Aged Oud, Tonka, Unisex, Extrait 35%",true,active,SNS-VVO-50ML,8901005001,Volume / Presentation,50ml Flacon,,,,,,,,2650.00,,,true,,,,,,shopify,50,continue,250,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuAerXbQM64nwjqSr6ePeCGukr8gma0Z8k9EcrlfoFKahod_ugHNr4bZUhFiiJTT72u8I3A5-BkHZy-tsP_Z_vimlNT7B2wASTE-PhVjGdQR_bVDOqfAse3pSone_ETufQyR7Y1wt-eJBLZnaRtfPb3PVZV7E_DNqw88Et-hDUNq_R37EVk7G6kTrkaXscMkFhMCpNVBuKmXtWKdJOQ1HIAchQeB-eF7-_qx0elhw6AMUkr5tUmJz0npFg,1,Velvet Vanilla Oud — Extrait De Parfum - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuAerXbQM64nwjqSr6ePeCGukr8gma0Z8k9EcrlfoFKahod_ugHNr4bZUhFiiJTT72u8I3A5-BkHZy-tsP_Z_vimlNT7B2wASTE-PhVjGdQR_bVDOqfAse3pSone_ETufQyR7Y1wt-eJBLZnaRtfPb3PVZV7E_DNqw88Et-hDUNq_R37EVk7G6kTrkaXscMkFhMCpNVBuKmXtWKdJOQ1HIAchQeB-eF7-_qx0elhw6AMUkr5tUmJz0npFg,false,Velvet Vanilla Oud Extrait De Parfum | Scents 'N Stories,Bourbon vanilla fused with smoky agarwood and roasted tonka bean. Luxury extrait by Scents 'N Stories.,,,,,,,,,,,,,,
Velvet Vanilla Oud — Extrait De Parfum,velvet-vanilla-oud,,,,,,true,active,SNS-VVO-100ML,8901005002,Volume / Presentation,100ml Grand Flacon,,,,,,,,4250.00,4800.00,,true,,,,,,shopify,50,continue,450,g,true,manual,,,,,false,,,,,,,,,,,,,,,,
Amber Royale Extrait,amber-royale-extrait,"<p>Golden balsamic amber, labdanum resin, Spanish saffron, and sun-warmed cedarwood. A majestic statement piece from our Maison Reserve collection.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Extrait De Parfum,"Maison Reserve, Warm Spices, Golden Amber, Saffron, Labdanum, Unisex, Handcrafted Batch",true,active,SNS-ARE-50ML,8901006001,Volume / Presentation,50ml Flacon,,,,,,,,2850.00,,,true,,,,,,shopify,50,continue,250,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuD46YYZsolfAmEJIyxineAC8Gkb-XeH5wcydrYhBpc43UxI6Nr9PkuLzkhrgrmuaUraQNTTzdqu25J81DfbBp4MDOIKllTZ72f0j75S-feSW3I30Uenyua5JPWhe46hHU03qinX3Lxx1g66VaiWXcZpycNb50Wc4pvjy5P0NlLMuY1IZ2BRUXJ0iuPDip0jFUAQPDR4t85T04KcebAE2-DkOfMWI9fOanYUIBgcX1KWyipfXP6ljMNiag,1,Amber Royale Extrait - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuD46YYZsolfAmEJIyxineAC8Gkb-XeH5wcydrYhBpc43UxI6Nr9PkuLzkhrgrmuaUraQNTTzdqu25J81DfbBp4MDOIKllTZ72f0j75S-feSW3I30Uenyua5JPWhe46hHU03qinX3Lxx1g66VaiWXcZpycNb50Wc4pvjy5P0NlLMuY1IZ2BRUXJ0iuPDip0jFUAQPDR4t85T04KcebAE2-DkOfMWI9fOanYUIBgcX1KWyipfXP6ljMNiag,false,Amber Royale Extrait | Scents 'N Stories,"Golden balsamic amber, Spanish saffron, and labdanum resin. Maison reserve extrait by Scents 'N Stories.",,,,,,,,,,,,,,
Fleur De Nectar — Extrait De Parfum,fleur-de-nectar,"<p>Lush orange blossom and Moroccan neroli drizzled with acacia honey and white musk. Soft, alluring, and timelessly romantic.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Extrait De Parfum,"Floral Gourmand, Neroli, Acacia Honey, Jasmine, For Her, Unisex",true,active,SNS-FDN-50ML,8901007001,Volume / Presentation,50ml Flacon,,,,,,,,2350.00,,,true,,,,,,shopify,50,continue,250,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuC36u_vJpLzIIRZbp94f6i9N0Vpf6aBJRX3gnCeM0bzQYTuqeHqCtg4_tkgZsHkCSQC7WcQ_E8TE3k5dlIhHMh876FOK2B92VG5iRDV9_XyNrmUC9C-FepBP8SFIfX_W_MqD-Tw7hQ0QMRpfXBjnoUSiTbEA4lJVaT4QGBQNOIzMhMjrtv9a9xK5mlc2CQZOEsSAFf8XOBhLeGIMJ_qb1S9QWHMaIU8VJr5vqn84GCe2QbWHZlNfctJMg,1,Fleur De Nectar — Extrait De Parfum - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuC36u_vJpLzIIRZbp94f6i9N0Vpf6aBJRX3gnCeM0bzQYTuqeHqCtg4_tkgZsHkCSQC7WcQ_E8TE3k5dlIhHMh876FOK2B92VG5iRDV9_XyNrmUC9C-FepBP8SFIfX_W_MqD-Tw7hQ0QMRpfXBjnoUSiTbEA4lJVaT4QGBQNOIzMhMjrtv9a9xK5mlc2CQZOEsSAFf8XOBhLeGIMJ_qb1S9QWHMaIU8VJr5vqn84GCe2QbWHZlNfctJMg,false,Fleur De Nectar Extrait | Scents 'N Stories,Orange blossom and Moroccan neroli with pure acacia honey and white musk.,,,,,,,,,,,,,,
Santal Blanc & Spices — Extrait,santal-blanc-spices,"<p>Creamy Australian sandalwood, cardamom pods, freshly ground cinnamon, and powdery cedar iris. Rich, serene, and exquisitely textured.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Extrait De Parfum,"Woody Spiced, Sandalwood, Cinnamon, Iris, Unisex, Signature Blend",true,active,SNS-SBS-50ML,8901008001,Volume / Presentation,50ml Flacon,,,,,,,,2550.00,,,true,,,,,,shopify,50,continue,250,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuCrn__9FKbmf3JgtPU22QjAwdVu4DGaevSxlhP3PA4MvQqUPYz6spZyK-oyPiUzH2Y66-Bphnp8l7SEW3PFssydS4j7vfCAnQgQk5wn9mYEErsIygU_pCNKZZqB0ArACh0SBwfZr6HZARe50gQ47vC7oqMSPBoEzTXKEEdHkMGQVuw_hpD7oyrIXb0tu2KJ1zs7Cs7ZHUeR15Rs88_vZmvG_vBM7KrolpQ2QpI3-JS9QdhJTh6eUUadsQ,1,Santal Blanc & Spices — Extrait - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuCrn__9FKbmf3JgtPU22QjAwdVu4DGaevSxlhP3PA4MvQqUPYz6spZyK-oyPiUzH2Y66-Bphnp8l7SEW3PFssydS4j7vfCAnQgQk5wn9mYEErsIygU_pCNKZZqB0ArACh0SBwfZr6HZARe50gQ47vC7oqMSPBoEzTXKEEdHkMGQVuw_hpD7oyrIXb0tu2KJ1zs7Cs7ZHUeR15Rs88_vZmvG_vBM7KrolpQ2QpI3-JS9QdhJTh6eUUadsQ,false,Santal Blanc & Spices Extrait | Scents 'N Stories,"Creamy sandalwood, cardamom, and fresh cinnamon bark. Woody elegance by Scents 'N Stories.",,,,,,,,,,,,,,
Bergamot Soleil — Extrait De Parfum,bergamot-soleil,"<p>Crisp Calabrian bergamot infused with neroli flower and a sparkling ambroxan base. A radiant, sunlit fragrance for the discerning connoisseur.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Extrait De Parfum,"Citrus Fresh, Calabrian Bergamot, Neroli, Ambroxan, Daytime Luxe, Unisex",true,active,SNS-BS-50ML,8901009001,Volume / Presentation,50ml Flacon,,,,,,,,2200.00,,,true,,,,,,shopify,50,continue,250,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuCj9ornWafujv_MisHvYhHXGbpVFfhQLW2VnTuVW3KxiClrTkmRS45mR6aebzjTN6hhroQbFTR6zaIVsIK_DdL0x9rGzRklw3TAQLoVHB8oRjLYhUyAXmkHayu65G6uEh3PzaPyYn1pri7sEYX9h0rRT-o_AUdGYdkaWlKsUt7iI9ViEgtu3aM9TLXEgPmOAKinoR7699nJ1Dcxp_zkQUJO9_I448u51-DbFV-4CTLuiLwO8TAlWe1ygA,1,Bergamot Soleil — Extrait De Parfum - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuCj9ornWafujv_MisHvYhHXGbpVFfhQLW2VnTuVW3KxiClrTkmRS45mR6aebzjTN6hhroQbFTR6zaIVsIK_DdL0x9rGzRklw3TAQLoVHB8oRjLYhUyAXmkHayu65G6uEh3PzaPyYn1pri7sEYX9h0rRT-o_AUdGYdkaWlKsUt7iI9ViEgtu3aM9TLXEgPmOAKinoR7699nJ1Dcxp_zkQUJO9_I448u51-DbFV-4CTLuiLwO8TAlWe1ygA,false,Bergamot Soleil Extrait | Scents 'N Stories,Calabrian bergamot infused with neroli flower and sparkling ambroxan. Pure radiant luxury.,,,,,,,,,,,,,,
The Grand Gourmand Trio Coffret,the-grand-gourmand-trio-coffret,"<p>The ultimate connoisseur keepsake vault. Includes Honey Trap (50ml), Velvet Vanilla Oud (50ml), and Amber Royale (50ml), presented in a velvet-lined gold foil embossed keepsake atelier vault. Includes complimentary leather travel atomizer.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Gift Set & Coffret,"The Collector's Coffret, Bundle, Gift Set, Honey Trap, Velvet Vanilla, Amber Royale, Luxury Vault, Save 20%",true,active,SNS-GG-TRIO,8901010001,Volume / Presentation,Keepsake Velvet Vault (3 x 50ml),,,,,,,,5950.00,7950.00,,true,,,,,,shopify,50,continue,1200,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuB1eD2R1rMIfV5devsEUYQOwtuSyd-RS9KdUxbhj3r937e9idL8Mp-I0JZfD2BnhG6wExvL3sAPAj6iW_fOgIwItPXAHJS4su_7TVbhYcygzdp0JOruLGg-k-bOFhF63lWqHk8dEGmUK3zu9meUUjHv9BOoMedbEq0vHcVsj6dkXHkKbGEN1ZHXtTzcg5jAqAKkoEcAR_MflqgoYWC9Cpp8Lg2et-RNgmvCKgzb0okU1g8M3_E_dVNJcw,1,The Grand Gourmand Trio Coffret - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuB1eD2R1rMIfV5devsEUYQOwtuSyd-RS9KdUxbhj3r937e9idL8Mp-I0JZfD2BnhG6wExvL3sAPAj6iW_fOgIwItPXAHJS4su_7TVbhYcygzdp0JOruLGg-k-bOFhF63lWqHk8dEGmUK3zu9meUUjHv9BOoMedbEq0vHcVsj6dkXHkKbGEN1ZHXtTzcg5jAqAKkoEcAR_MflqgoYWC9Cpp8Lg2et-RNgmvCKgzb0okU1g8M3_E_dVNJcw,false,The Grand Gourmand Trio Coffret | Scents 'N Stories Luxury Vault,"Includes Honey Trap (50ml), Velvet Vanilla Oud (50ml), and Amber Royale (50ml) in a gold foil embossed keepsake vault.",,,,,,,,,,,,,,
Golden Nectar Pure Attar Oil,golden-nectar-attar,"<p>Pure oil concentrate of honeyed amber and neroli with glass wand application for pulse points. 100% alcohol-free artisanal distillation offering a rich, intimate skin adherence for over 16 hours.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Perfumes & Fragrances,Pure Perfume Oil,"Concentrated Attar, Pure Perfume Oil, Alcohol-Free, Honeyed Amber, Neroli, Glass Wand, Artisanal Distillation",true,active,SNS-GNA-12ML,8901011001,Volume / Presentation,12ml Glass Wand Flacon,,,,,,,,1850.00,,,true,,,,,,shopify,50,continue,100,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuAtnbfW0Rb7t506_Kh4_nrd1UcGX1DYjmNWVMyifEcpCARFBxB8AxZMgZbo0ISrLVlXHWiBa1R1oMc9DXwAotFwvZpLBr4ttTHICoTDaTlEh4HTWO1gd-QmTAfBoz_dgh1uDX6f8EP8vIiIVnanuOhSIKjT2d_9oi9DgzFXjGe3AviaL19TPYcGT_hj9JwoGHvVmAWETzrnV38ZUaDt2PiNbBTp0H6ZlJDyDnmXLoy6OhW2r3A8bGsOXQ,1,Golden Nectar Pure Attar Oil - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuAtnbfW0Rb7t506_Kh4_nrd1UcGX1DYjmNWVMyifEcpCARFBxB8AxZMgZbo0ISrLVlXHWiBa1R1oMc9DXwAotFwvZpLBr4ttTHICoTDaTlEh4HTWO1gd-QmTAfBoz_dgh1uDX6f8EP8vIiIVnanuOhSIKjT2d_9oi9DgzFXjGe3AviaL19TPYcGT_hj9JwoGHvVmAWETzrnV38ZUaDt2PiNbBTp0H6ZlJDyDnmXLoy6OhW2r3A8bGsOXQ,false,Golden Nectar Pure Attar Oil | Scents 'N Stories,100% pure alcohol-free perfume oil with honeyed amber and neroli. 16+ hours intimate skin scent.,,,,,,,,,,,,,,
Honey Trap Silken Hair Mist,honey-trap-silken-hair-mist,"<p>Enriched with organic Moroccan argan oil and silk proteins, this alcohol-free hair mist infuses your locks with the captivating golden honey and orange blossom sillage of Honey Trap without drying hair fibers.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Hair Mist,"Hair Care, Honey Trap, Alcohol-Free, Argan Oil, Layering, Gourmand, Step 02 Routine",true,active,SNS-HT-MIST,8901012001,Volume / Presentation,50ml Silken Mist,,,,,,,,1150.00,,,true,,,,,,shopify,50,continue,180,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuDB4tP6V2H0M6-l58AVFar3fFITgUR1leXzccrNffz6Nkn9fO2C63nCDR7XZ5f8yeuI3zmh7JUOEDQ5v9Fjl8I9CDyxTTDYiL_J2LGvQn0GGPBDJ19eCeQ0ENOtGS-JuoXCbgbb8FfXtd9bmYtoF5ckaYRw3cDpaKVx-VHvaGmTBja20YU-02Wj2nj14OcoGXKTEeStILHYkMAPiE-ZjgQyNMiwPo56lLTOYrzpTOtY3bACsog7Z90Ipw,1,Honey Trap Silken Hair Mist - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuDB4tP6V2H0M6-l58AVFar3fFITgUR1leXzccrNffz6Nkn9fO2C63nCDR7XZ5f8yeuI3zmh7JUOEDQ5v9Fjl8I9CDyxTTDYiL_J2LGvQn0GGPBDJ19eCeQ0ENOtGS-JuoXCbgbb8FfXtd9bmYtoF5ckaYRw3cDpaKVx-VHvaGmTBja20YU-02Wj2nj14OcoGXKTEeStILHYkMAPiE-ZjgQyNMiwPo56lLTOYrzpTOtY3bACsog7Z90Ipw,false,Honey Trap Silken Hair Mist | Scents 'N Stories,Alcohol-free argan oil infused hair mist with golden honey and orange blossom notes.,,,,,,,,,,,,,,
Velvet Honey Body Butter,velvet-honey-body-butter,"<p>A whipped decadent body cream formulated with raw African shea butter, cocoa butter, and the warm gourmand notes of Honey Trap. Forms an olfactory base on skin to dramatically extend fragrance longevity up to 16 hours.</p>",Scents 'N Stories,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Body Ritual,"Body Butter, Honey Trap, Shea Butter, Cocoa Butter, Layering Ritual, Step 03 Routine",true,active,SNS-HT-BUTTER,8901013001,Volume / Presentation,150g Luxury Glass Jar,,,,,,,,1350.00,,,true,,,,,,shopify,50,continue,380,g,true,manual,https://lh3.googleusercontent.com/aida-public/AB6AXuAYgsab-Y14NBhqCbuiWICPtXRTEMZlP1VUOWIdzqQVW7PD9o1ykVgIGAVicBFvwDoRQYFY3EhUgGe-cpfRLpsYfxd5X5k5YyorkNjCk0ykqed6QQUrV2r_1699HXXmY3IZCZwgtE7umdkEJQj9knDyT7LmkztFHeEI-UwL40KxnMWi-EEFn-qKXx5WEbmisLI8OpcX78_XtIGL-o9KUu_EZiHsfO8yP51P_4gMr86BkvV2o8MaqUDRhR1WYRJtGAoGMn0,1,Velvet Honey Body Butter - View 1,https://lh3.googleusercontent.com/aida-public/AB6AXuAYgsab-Y14NBhqCbuiWICPtXRTEMZlP1VUOWIdzqQVW7PD9o1ykVgIGAVicBFvwDoRQYFY3EhUgGe-cpfRLpsYfxd5X5k5YyorkNjCk0ykqed6QQUrV2r_1699HXXmY3IZCZwgtE7umdkEJQj9knDyT7LmkztFHeEI-UwL40KxnMWi-EEFn-qKXx5WEbmisLI8OpcX78_XtIGL-o9KUu_EZiHsfO8yP51P_4gMr86BkvV2o8MaqUDRhR1WYRJtGAoGMn0,false,Velvet Honey Body Butter | Scents 'N Stories,Whipped shea and cocoa body butter with warm Honey Trap notes for 16-hour layering longevity.,,,,,,,,,,,,,,
